proper	frequency
augeas	3
bias	3
briseus	3
bronze--	3
callicolone	3
cassandra	3
castor	3
cauconians	3
cleitus	3
clymene	3
cnossus	3
coon	3
cos	3
crethon	3
cruel	3
cyllene	3
death--	3
dione	3
dog	3
earth	3
echeclus	3
echetus	3
egyptian	3
elpenor	3
ennomus	3
enops	3
epistrophus	3
erinys	3
eurydamas	3
evenor	3
folly	3
gargarus	3
glad	3
gorgon	3
haemon	3
hours	3
hypereia	3
ilioneus	3
ilithuia	3
isus	3
laestrygonians	3
libya	3
lord	3
lycon	3
malea	3
meonia	3
meonians	3
mountains--	3
muse	3
neoptolemus	3
nisus	3
noble	3
oenomaus	3
ortilochus	3
othryoneus	3
otrynteus	3
otus	3
pandareus	3
paphlagonians	3
pelasgi	3
pelegon	3
pelias	3
peneus	3
periboea	3
perimedes	3
periphas	3
phaenops	3
phaestus	3
phegeus	3
pheidon	3
philoctetes	3
phoenicia	3
podarces	3
polyctor	3
polyidus	3
promachus	3
prothoenor	3
pylus	3
rhadamanthus	3
rhodes	3
satnioeis	3
schedius	3
sea--	3
sicel	3
sidon	3
sidonians	3
simoeisius	3
solymi	3
spercheius	3
stichius	3
tenedos	3
them--	3
thersites	3
theseus	3
tyro	3
achelous	2
adrastus	2
aeaean	2
aegyptius	2
aegyptus	2
aepea	2
aesepus	2
aesyetes	2
aethe	2
aethon	2
aetolia	2
aetolian	2
afar--	2
agastrophus	2
alalcomene	2
alcmaon	2
alexandrus--	2
altes	2
amarynceus	2
amazons	2
amphialus	2
amphiaraus	2
amphidamas	2
amphius	2
amydon	2
amyntor	2
ancaeus	2
anon	2
anthea	2
anthemion	2
apeira	2
apisaon	2
arcadians	2
arcesilaus	2
archelochus	2
archeptolemus	2
areilycus	2
arene	2
aretias	2
ariadne	2
arne	2
ascania	2
ascanius	2
assaracus	2
atymnius	2
augeae	2
aulis	2
autonous	2
balius	2
bathycles	2
beg	2
better--	2
boeotian	2
borus	2
bucolion	2
cadmus	2
caeneus	2
caletor	2
capys	2
cardamyle	2
carians	2
cephissus	2
chalcodon	2
chimaera	2
chios	2
chrysothemis	2
cilicians	2
cilla	2
cisses	2
cleopatra	2
clonius	2
clytoneus	2
coiranus	2
corinth	2
cretan	2
cretheus	2
cteatus	2
ctimene	2
dares	2
demoptolemus	2
discord	2
dryas	2
dymas	2
earth-	2
echeneus	2
echephron	2
eioneus	2
elatreus	2
elatus	2
eleon	2
elephenor	2
enope	2
enyo	2
ephialtes	2
epicaste	2
epicles	2
erechtheus	2
ereuthalion	2
eriopis	2
erymas	2
euchenor	2
eudorus	2
eurynomus	2
fair	2
fate	2
fleet	2
gaia	2
ganymede	2
great	2
gygaean	2
gyrae	2
halius	2
halizoni	2
hecamede	2
hector--	2
helice	2
hellenes	2
helos	2
hermione	2
hippodameia	2
hippothous	2
hippotion	2
hire	2
hither	2
home--	2
hound	2
hut	2
hyle	2
hypeirochus	2
hyperesia	2
hypsenor	2
ialmenus	2
iamenus	2
iardanus	2
ilus	2
iolcus	2
iphianassa	2
iphicles	2
iphiclus	2
isander	2
ismarus	2
jove-	2
laerceus	2
laestrygonian	2
lampetie	2
laodameia	2
laodocus	2
laogonus	2
laothoe	2
lapithae	2
leiocritus	2
leiodes	2
lelegae	2
lesbians	2
lethus	2
leucus	2
lycian	2
lyctus	2
mace-	2
madman	2
maeon	2
maera	2
mantius	2
mare	2
marpessa	2
mastor	2
may	2
melampus	2
melantho	2
men-	2
menesthius	2
mermerus	2
merops	2
mesaulius	2
mesthles	2
miletus	2
molus	2
morys	2
mydon	2
naiads	2
naubolus	2
nereus	2
nevermore	2
night	2
nireus	2
nurse	2
o	2
odius	2
oechalia	2
oenops	2
oicleus	2
old	2
ophelestes	2
opheltius	2
opoeis	2
ops	2
ortygia	2
ossa	2
paeon	2
paeonia	2
paeonians	2
pasithea	2
peirous	2
pelagon	2
pelasgian	2
pelion	2
pelops	2
periphetes	2
phaedimus	2
phalces	2
philomeleides	2
phorbas	2
phronius	2
phrontis	2
phrygians	2
phylas	2
phylo	2
pieria	2
place--	2
placus	2
pleiads	2
podalirius	2
podargus	2
pollux	2
polynices	2
polypheides	2
pteleum	2
pylaemenes	2
pylartes	2
pyrasus	2
recognises	2
rhexenor	2
rhigmus	2
rumour	2
saffron	2
said:--	2
salamis	2
sangarius	2
scamandrius	2
scyros	2
semele	2
ships--	2
silver-	2
sintians	2
sisyphus	2
stratius	2
styx--	2
talaus	2
tartarus	2
tecton	2
tethys	2
therewith	2
thersilochus	2
thootes	2
titans	2
titaresius	2
tithonus	2
tityus	2
tmolus	2
town	2
tricca	2
typhoeus	2
vixen	2
zelea	2
zethus	2
abarbarea	1
abas	1
abians	1
ablaze--	1
acastus	1
acessamenus	1
acheron	1
acrisius	1
acroneos	1
actaea	1
adraste	1
adresteia	1
aegaeon	1
aegeus	1
aegialeia	1
aegialus	1
aegilips	1
aegina	1
aegis--	1
aegium	1
aenus	1
aepytus	1
aeson	1
aesyme	1
aesymnus	1
aetes	1
aethrae	1
agacles	1
against	1
agamede	1
agapenor	1
agasthenes	1
agathon	1
agave	1
agrius	1
aipy	1
aithices	1
alas	1
alastor--	1
alcandra	1
alcandrus	1
alcestis	1
alcippe	1
alcmaeon	1
alcyone	1
alector	1
alectryon	1
alegenor	1
alesium	1
alexandria	1
alision	1
alope	1
alos	1
althaea	1
alybas	1
alybe	1
amarynces	1
amatheia	1
ambrosia	1
amisodorus	1
amnisus	1
amopaon	1
amphiclus	1
amphidamas--	1
amphigenea	1
amphilochus	1
amphinome	1
amphithea	1
amphithoe	1
amphoterus	1
amyclae	1
amythaon	1
anabesineus	1
anemorea	1
another--	1
antea	1
anthedon	1
anticlea	1
antiope	1
antiphonus	1
antrum	1
apaesus	1
apheidas	1
apseudes	1
araethyrea	1
arcadia	1
arceisius---	1
archer	1
archilochus	1
aretaon	1
arethusa	1
argeas	1
argissa	1
argives--	1
argo	1
arimi	1
arisbas	1
arisbe--	1
armour	1
arnaeus	1
arsinous	1
artacia	1
arybas	1
asaeus	1
asine	1
asius--	1
asopus	1
asphalion	1
aspledon	1
assembly--	1
asteris	1
asterius	1
astyalus	1
astynous	1
astyoche	1
astyochea	1
astypylus	1
athos	1
attack	1
aurora	1
autonoe	1
autumn	1
axes	1
azeus	1
batieia	1
be--	1
bear	1
bessa	1
bienor	1
black	1
bloody	1
boagrius	1
body--	1
boebe	1
boebean	1
boethous	1
bootes	1
boucolos	1
briareus	1
brimstone--	1
bryseae	1
budeum	1
cabesus	1
cadmeians	1
calesius	1
callianassa	1
callianeira	1
calliarus	1
cameirus	1
cape	1
caresus	1
caria	1
carystus	1
castianeira	1
casus	1
cayster	1
celadon	1
centaur	1
ceos	1
cerinthus	1
ceteians	1
chalcon	1
charis	1
cheer	1
chersidamas	1
chloris	1
chromis	1
cimmerians	1
cinyras	1
cisseus	1
cleanse	1
cleobulus	1
cleonae	1
close	1
clothes--	1
clymenus	1
clytomedes	1
cocytus	1
coeranus	1
commander--	1
concludes	1
copae	1
copreus	1
coronea	1
coronus	1
council	1
counsel	1
cranae	1
crapathus	1
crataiis	1
creion	1
creon	1
creontes	1
crisa	1
crocylea	1
croesmus	1
cromna	1
crook-	1
crouni	1
crowd--	1
ctesius	1
cydonians	1
cymindis	1
cymodoce	1
cymothoe	1
cynus	1
cyparisseis	1
cyparissus	1
cyphus	1
cythereans	1
cytorus	1
daedalus	1
daetor	1
damasus	1
danae	1
danger--	1
dardania	1
dardanian	1
dare	1
daring	1
darter	1
daulis	1
day--	1
dead	1
deicoon	1
deiochus	1
deiopites	1
deipylus	1
deisenor	1
delos	1
democoon	1
demoleon	1
desires	1
dexamene	1
dexius	1
dia	1
dine	1
dinner--	1
diomede	1
dium	1
dius	1
dmetor	1
dolopians	1
dolopion	1
dolops	1
doris	1
dorium	1
doryclus	1
doto	1
dracius	1
dream	1
dresus	1
dynamene	1
eagle	1
earth--	1
earthquake	1
echecles	1
echemmon	1
echepolus	1
eeriboea	1
eilesium	1
eilithuiae	1
eionae	1
elasus	1
elone	1
elysium	1
emathia	1
embassy	1
enetae	1
enienes	1
eniopeus	1
enipeus	1
enispe	1
enyeus	1
epaltes	1
epeigeus	1
eperitus	1
ephyri	1
epidaurus	1
epistor	1
epytus	1
ere	1
erembians	1
eretmeus	1
eretria	1
erichthonius	1
eriphyle	1
erithini	1
erylaus	1
erymanthus	1
erythrae	1
eteocles	1
eteocretans	1
eteonus	1
ethiopia	1
euanthes	1
euenus	1
eumedes	1
euneus	1
euphemus	1
euphetes	1
euryades	1
eurydice	1
eurymedusa	1
eurymus	1
eurytion	1
eussorus	1
eutresis	1
exadius	1
facing-	1
fancy	1
fandarus	1
farewell	1
fell	1
fight--	1
foot	1
fortune	1
galatea	1
games	1
geraestus	1
ghosts	1
gladden	1
glaphyrae	1
glauce	1
glisas	1
goal--	1
gods--	1
gonoessa	1
good--	1
gorgo	1
gorgythion	1
gortyn	1
gortys	1
graces--	1
graia	1
greeks	1
grenicus	1
grim	1
guneus	1
gyrtius	1
gyrtone	1
hail	1
haliartus	1
halie	1
halios	1
halitherses	1
halosydne	1
happy	1
harma	1
harpalion	1
harpy	1
helicaon	1
heptaporus	1
hereafter	1
hereon	1
hermon	1
hermus	1
hero	1
him	1
himself--	1
himself?--	1
hippemolgi	1
hippocoon	1
hippodamas	1
hippodamia	1
hippodamus	1
hippomachus	1
hipponous	1
hippotas	1
histiaea	1
holy	1
horns--	1
horse--	1
husband	1
hyads	1
hyampolis	1
hyde	1
hylax	1
hyllus	1
hymen	1
hypeiron	1
hyperenor	1
hypsipyle	1
hyria	1
hyrmine	1
hyrtius	1
iaera	1
ianassa	1
ianeira	1
iapetus	1
iasion	1
icarian	1
icmalius	1
ides	1
idiot	1
idothea	1
ielysus	1
ilithuiae	1
imbrasus	1
imbros	1
immortal	1
immortals--	1
insolence	1
instructions--	1
interviews	1
ionians	1
ipheus	1
iphimedeia	1
iphis	1
iphition	1
iphthime	1
iron	1
island	1
islands--	1
it?--	1
ithacus	1
ithaemenes	1
ithome	1
iton	1
itylus	1
itymoneus	1
ixion	1
jove--	1
jupiter	1
knight	1
knights	1
laas	1
lacedaemon--	1
laerces	1
landing	1
lapithae--	1
larissa	1
latona	1
leap	1
lectum	1
leda	1
leg	1
leleges	1
leocritus	1
lesbos--	1
leucas	1
leucothea	1
licymnius	1
licyon	1
lift	1
lilaea	1
limnorea	1
lindus	1
linos-	1
lo	1
lovely	1
lycastus	1
lycophontes	1
lycophron	1
lying	1
lysandrus	1
lysians	1
maeander	1
maemalus	1
magnetes	1
maia	1
maids	1
makar	1
malean	1
mantinea	1
marathon	1
maris	1
maron	1
mases	1
master	1
meantime	1
meanwhile	1
medeon	1
medesicaste	1
meet	1
megara	1
megas	1
melaneus	1
melanthus	1
melas	1
meliboea	1
melite	1
memnon	1
menesthes	1
menon	1
meonian	1
messe	1
messeis	1
messene	1
messenger	1
messenians	1
methone	1
midea	1
mimas	1
minyan	1
minyas	1
minyeius	1
mnesus	1
molion	1
moliones	1
moly	1
more--	1
morning	1
mycale	1
mycalessus	1
mygdon	1
myrine	1
myrmidon	1
myrmidons--	1
myrsinus	1
myself--	1
nastes	1
nauteus	1
nay--	1
neaera	1
nectar	1
nemertes	1
nereids	1
nericum	1
neritus	1
nesaia	1
next	1
ninth	1
nisa	1
nisyrus	1
nomion	1
nysa	1
ocalea	1
ocean	1
ochesius	1
ocyalus	1
oechalian	1
oedipodes	1
ogygian	1
olene	1
olenus	1
olizon	1
oloosson	1
olympians	1
olympus--	1
onchestus	1
onetor	1
orcus	1
oreithuia	1
oresbius	1
orion	1
ormenius	1
orneae	1
orthaeus	1
orthe	1
orus	1
otreus	1
ox	1
paeonian	1
paesus	1
palmys	1
pammon	1
pandocus	1
panope	1
paphos	1
parrhasia	1
parthenius	1
pedaeum	1
pedaeus	1
peiraeus	1
peires	1
peirithous	1
pelasgic	1
peleus--	1
pellene	1
peloponnese	1
peraebi	1
perea--	1
pergasus	1
periclymenus	1
perieres	1
perimus	1
pero	1
peteon	1
phaeacian	1
phaedra	1
phaesus	1
phaethon	1
phaethusa	1
pharis	1
phausius	1
pheae	1
pheia	1
pheidas	1
pheidippus	1
pheneus	1
pheras	1
phere	1
phereclus	1
pheres	1
pherusa	1
philetor	1
phlegyans	1
phoenician	1
phradmon	1
phthians	1
phthires	1
phylomedusa	1
pidytes	1
pirithous--	1
pittheus	1
pityeia	1
plataea	1
plot	1
podarge	1
poias	1
polyaemon	1
polycaste	1
polydamna	1
polydora	1
polymele	1
polymelus	1
polyneus	1
polypemon	1
polyphetes	1
polyphontes	1
polytherses	1
polyxenus	1
ponteus	1
portheus	1
practius	1
procris	1
pronous	1
proreus	1
prothoon	1
protiaon	1
proto	1
proud	1
prymneus	1
prytanis	1
psyra	1
ptolemaeus	1
purple--	1
pygmies	1
pylaeus	1
pylene	1
pylon	1
pyriphlegethon	1
pyris	1
quick--	1
rage--	1
raven	1
remorse--	1
remove	1
report--	1
rhaea	1
rhea	1
rheithron	1
rhene	1
rhipae	1
rhodius	1
rhytium	1
rich	1
riot	1
rivers	1
sacrifice--	1
salmoneus	1
samothrace	1
satnius	1
saturn--	1
saying--	1
scandea	1
scar	1
scarphe	1
schoenus	1
scolus	1
sea	1
seals--	1
seen--	1
seer	1
selagus	1
selepus	1
selli	1
sesamus	1
sestos	1
shall	1
shield	1
ship--	1
"ships""--"	1
shoo	1
sicania	1
sicels	1
sicyon	1
sidonia	1
sirrah	1
sirs	1
sleep--	1
slew	1
sminthe	1
son-	1
sons--	1
space--	1
speo	1
sphelus	1
star	1
starts	1
stentor	1
sthenelaus	1
stock--	1
stool	1
strait	1
straits	1
stratie	1
strength	1
strophius	1
stymphelus	1
styra	1
sun-	1
sunium	1
swans--	1
swift	1
swineherd	1
sword	1
syme--	1
syra	1
talaemenes	1
tantalus	1
tarphe	1
taygetus	1
tegea	1
telea	1
telemus	1
telephus	1
telepylos	1
telepylus	1
temesa	1
tenthredon	1
terpes--	1
teutamus	1
teuthranus	1
teuthras	1
thalia	1
thalpius--	1
thalysius	1
thamyris	1
thaumacia	1
thebaeus	1
there--	1
these--	1
thespeia	1
thessalus	1
they?--	1
this--	1
thisbe	1
thither	1
thoe	1
thon	1
thoosa	1
thrasius	1
thrasydemus	1
thronium	1
throws	1
thryoessa	1
thryum	1
thunder	1
thunderer	1
thus--	1
thyestes	1
thymbra	1
thymbraeus	1
thymoetes	1
time	1
time--	1
tiryns	1
titanus	1
tithonus--	1
to	1
trachis	1
troezene	1
troezenus	1
troilus	1
tychius	1
tyndareus	1
tyndarus	1
ucalegon	1
vain	1
varne	1
victorious--	1
wain	1
wanderers	1
wandering	1
war--	1
warns	1
warriors--	1
washes	1
while--	1
whither	1
wife--	1
wildfire	1
wind	1
wives--	1
you--	1
young--	1
zeus	1
